"gene_name"	"module"	"color"	"kME_turquoise"	"kME_red"	"kME_grey"	"kME_brown"	"kME_blue"	"kME_yellow"	"kME_green"
"EPB41"	"EPB41"	"grey"	"grey"	0.0242262502873917	0.0776080258104584	0.144846319840361	0.118474724194686	0.162070882638421	0.103370930576177	0.118445152269028
"SRSF4"	"SRSF4"	"blue"	"blue"	-0.0175023791739827	0.0172254311751263	0.166263137273846	0.160892548694907	0.208425088806665	0.0654234090007998	0.0637114738692068
"MECR"	"MECR"	"grey"	"grey"	0.0205716256334053	0.0281900827899187	0.059494262213682	0.0258476921615791	0.0669491571552931	0.0363197138498274	0.0432169705453342
"PTPRU"	"PTPRU"	"grey"	"grey"	0.0505214375186264	-0.008294339887015	0.0399770015384563	0.00872015439193552	-0.00344761554322702	0.0787894531148512	0.0513298579845249
"PUM1"	"PUM1"	"grey"	"grey"	0.0753969740353023	0.0920505775652377	0.157801508163942	0.202659776225546	0.163546687947987	0.0586301578415554	0.0471174204453172
"SNRNP40"	"SNRNP40"	"grey"	"grey"	-0.0186437600739246	0.037340187511453	0.093163225762929	0.102489757669313	0.129470900266637	-0.000828666173421378	0.0159407303802749
"ZCCHC17"	"ZCCHC17"	"grey"	"grey"	-0.00137637357886373	0.0244903812019066	0.090494636778549	0.118514123069712	0.0689566888491335	-0.00960143057063305	-0.0197991826750157
"SERINC2"	"SERINC2"	"grey"	"grey"	-0.0818457283421834	-0.0365184152564489	0.0621130386177918	-0.00206725074597904	0.13051505162366	0.0341417434842648	0.0430797906831836
"PTP4A2"	"PTP4A2"	"grey"	"grey"	0.019032058745506	0.0373073761974098	0.0747711055945954	0.0921440202506521	0.081172016022963	0.0456849955900569	0.0111955294055621
"KHDRBS1"	"KHDRBS1"	"grey"	"grey"	-0.0265922178458673	0.0193194487078189	0.133725223243289	0.105546827242136	0.195002467802764	0.0402578794135785	0.0462814564648544
"TMEM39B"	"TMEM39B"	"grey"	"grey"	-0.0252211259341024	-0.0196875608249	0.0638224279259247	-0.0131099666731811	0.133249151713828	0.0686259586039373	0.0915567479042535
"KPNA6"	"KPNA6"	"blue"	"blue"	-0.043930672682297	-0.00205449474790228	0.110572954923229	0.0934539379730877	0.219630671778326	0.0552867231731375	0.0958902042663984
"TXLNA"	"TXLNA"	"grey"	"grey"	-0.0152838961625105	0.00333258866006251	0.0715852772856939	0.0412071967122183	0.101566695484356	0.0375114645052694	0.0458820036678566
"HDAC1"	"HDAC1"	"blue"	"blue"	-0.0480404610007432	-0.00140461240092687	0.0928077582222418	0.0205329616671975	0.185544514626561	0.0795075884338614	0.0973246587900129
"BSDC1"	"BSDC1"	"blue"	"blue"	-0.0789974820919409	-0.00865297651035803	0.095363123862617	0.107154048173712	0.178356916376272	-0.00276729725410235	0.0204125374914866
"ZBTB8A"	"ZBTB8A"	"grey"	"grey"	-0.0214084671973189	-0.0129391293661994	0.0625415906954029	0.0320197192823928	0.0996934558579491	0.0437583821295469	0.0410885422216904
"ZBTB8OS"	"ZBTB8OS"	"blue"	"blue"	-0.0496829684358567	-0.00576878976964174	0.103351245652626	0.0386934541977893	0.187813361126325	0.0597068953149027	0.0799035287125652
"RBBP4"	"RBBP4"	"blue"	"blue"	-0.0424276871603701	0.022446884362804	0.0947686538947808	0.0936082860785873	0.177136406626827	0.0243738022883089	0.0554692076733734
"KIAA1522"	"KIAA1522"	"grey"	"grey"	-0.0261621512357383	-0.0315121673380154	0.0701183189551827	-0.0122534252847608	0.099608566612719	0.0635545959120707	0.0620393092860395
"YARS"	"YARS"	"blue"	"blue"	-0.103761640012303	-0.013397707406173	0.106862338551009	0.0860123208159373	0.213260748837166	0.00315646540987851	0.0455803720558233
"S100PBP"	"S100PBP"	"grey"	"grey"	0.0543799139171578	0.0525293197906464	0.0673868964239437	0.0412688958527306	0.0681962277916255	0.0485872367265012	0.0341694123333086
"RNF19B"	"RNF19B"	"grey"	"grey"	0.0578725280739577	0.021644434576796	0.0506274059210282	0.038281547730296	0.0273691055237242	0.0574492194376467	0.0461975695530369
"AK2"	"AK2"	"grey"	"grey"	0.0264464107053933	0.0390066363109006	0.0761376508124598	0.0580702355998813	0.0826008826847372	0.0423438600911311	0.0566683724638822
"AZIN2"	"AZIN2"	"grey"	"grey"	0.0586244214683878	0.0546122884529177	0.0507857269805029	0.0392932103695334	0.0163344224538828	0.0413450134689696	0.0385461273041842
"ZNF362"	"ZNF362"	"grey"	"grey"	0.0142259304347221	0.0247765236692765	0.0572939187113078	0.0233061663249166	0.0810155416584227	0.0390099697687308	0.0364819837735282
"AL513327.1"	"AL513327.1"	"turquoise"	"turquoise"	0.092948213354402	0.0539261122635488	-0.0141712562243871	0.0410078345031606	-0.075161190006403	-0.0309660193469437	-0.0579917640771285
"PHC2"	"PHC2"	"grey"	"grey"	0.0829910712932318	0.0659775983655903	0.127818989799102	0.0915620696153563	0.0829391201920117	0.101427367061529	0.0476336922694475
"SMIM12"	"SMIM12"	"grey"	"grey"	-0.0516171165493187	-0.00206199742780914	0.0219256448751798	0.0114805315423638	0.0457758931528234	-0.0259587123189335	-0.0124106937429662
"DLGAP3"	"DLGAP3"	"grey"	"grey"	0.0137279519155436	0.0212571135759473	0.0732584811527978	0.0334435484562227	0.0862162478196649	0.0456201154347141	0.0370027984697791
"ZMYM6"	"ZMYM6"	"grey"	"grey"	0.0160346089686075	0.0511065549555289	0.0942938834902131	0.0802584791266262	0.100759852412644	0.0429607563391035	0.0535045026134516
"ZMYM1"	"ZMYM1"	"grey"	"grey"	0.045360985870996	0.0379210810807163	0.0827670530946932	0.0223803009305768	0.0595747863476189	0.064285150383378	0.0526922467743233
"SFPQ"	"SFPQ"	"grey"	"grey"	0.032798538137251	0.0992729073449381	0.171895480218896	0.210316405478821	0.232965310056745	0.05004829532298	0.0585057012373089
"ZMYM4"	"ZMYM4"	"grey"	"grey"	0.17253584001984	0.107680443699276	0.129764930641993	0.114882285840098	0.049301510260867	0.110882218867084	0.0715983529560141
"KIAA0319L"	"KIAA0319L"	"grey"	"grey"	0.021375509170944	0.0415313332145821	0.129736957594781	0.0824336829235932	0.12540266355751	0.0751190352051192	0.0770623309450862
"PSMB2"	"PSMB2"	"brown"	"brown"	0.00810014789885131	0.0626288558088651	0.0748355749020283	0.137485435318101	0.0874269295145982	0.00828064767661271	0.0163883996731302
"AGO4"	"AGO4"	"grey"	"grey"	0.0125920118512299	0.0218581201033534	0.112891609802177	0.0525011776930737	0.112530833288174	0.0703156842180238	0.061510774534236
"AGO1"	"AGO1"	"grey"	"grey"	0.0299606564234701	0.0500968878296611	0.097445195428112	0.0642622214672009	0.106556329133772	0.0679382560222402	0.0576464350938144
"AGO3"	"AGO3"	"grey"	"grey"	0.149132113864796	0.113285897938232	0.157300059491779	0.175983602882033	0.0527671227857006	0.0814665948446771	0.0523529185382225
"ADPRHL2"	"ADPRHL2"	"blue"	"blue"	-0.0848785627235016	-0.0463847857370103	0.0390717654085216	-0.0147313752580999	0.121142982831759	0.0188425997508438	0.0437583374363466
"TRAPPC3"	"TRAPPC3"	"grey"	"grey"	-0.0157505170157884	0.00283738148287647	0.0239064782604246	0.0139278458530818	0.0631286841439656	0.00915694896536877	0.0330732874398879
"MAP7D1"	"MAP7D1"	"grey"	"grey"	-0.0199232858164601	-0.0169933924983155	0.0471946153089583	0.00550821595019721	0.0781688998341206	0.0425236374162691	0.0496115579452479
"THRAP3"	"THRAP3"	"blue"	"blue"	-0.0202290338081831	0.00870963276614257	0.134781467969341	0.118248780682082	0.191827133317365	0.0572762299601592	0.0631767668741052
"STK40"	"STK40"	"grey"	"grey"	-0.0521522257357208	-0.0273140087629234	0.0992533899568643	0.0553872380713291	0.136552083535929	0.0334543326128797	0.037174040496542
"OSCP1"	"OSCP1"	"grey"	"grey"	-0.0334703732962609	-0.0187739484738719	0.0195908792018986	0.056023598430724	0.0616670890383917	-0.0194080218440131	-0.0141817898473525
"MEAF6"	"MEAF6"	"grey"	"grey"	-0.00540339577714528	0.0392028820392201	0.0976046044878162	0.0774698668380551	0.156604520758156	0.0492234080787953	0.0677054139343675
"SNIP1"	"SNIP1"	"grey"	"grey"	-0.0792350129705739	-0.0140700406010576	0.0594488250748008	0.12076150003548	0.113748759646011	-0.0409209591640818	-0.0200957824690366
"DNALI1"	"DNALI1"	"grey"	"grey"	-0.0297059384654451	-0.0068087821954742	0.0620896460270608	0.0449658182411054	0.0837411806324097	0.00862491362486264	0.0142594980534631
"GNL2"	"GNL2"	"grey"	"grey"	-0.00223708404211881	0.0090216191735102	0.0783450773890554	0.058184565850094	0.108186672447851	0.0406079330224423	0.0412577351803039
"EPHA10"	"EPHA10"	"grey"	"grey"	-0.0330896692807422	-0.0218823649166296	0.0445697279244884	-0.011047261247853	0.0968340134686913	0.0333906221222826	0.0424517104699256
"MTF1"	"MTF1"	"grey"	"grey"	0.0332859615735069	0.0201969439628316	0.071020513171807	0.0562516695640481	0.0620983176456419	0.0338797267174859	0.0235946013904277
"INPP5B"	"INPP5B"	"blue"	"blue"	-0.0344397751069564	0.0196178779411419	0.123018384990481	0.0663762352145244	0.184412779746729	0.0750707694004349	0.0948807150488405
"SF3A3"	"SF3A3"	"grey"	"grey"	-0.00833441657248035	0.0100256772849332	0.0672309280760139	0.0444720831854117	0.0908531726947989	0.0265877459847762	0.0180470933365764
"RRAGC"	"RRAGC"	"grey"	"grey"	-0.0293362131196585	0.00330536332820425	0.0548140876951162	0.0367674861596818	0.0754798253297398	0.00716362346239556	0.0188411479551565
"AL139260.1"	"AL139260.1"	"blue"	"blue"	-0.0417908053669459	0.0292738320494752	0.105214563534648	0.0452037113816941	0.257513817367904	0.0633164531835412	0.106882348982964
"AKIRIN1"	"AKIRIN1"	"grey"	"grey"	0.00949176056484419	0.0160859413199258	0.0805184920617671	0.0583291978199102	0.0989329598152369	0.0339651386724587	0.0406199557919628
"MACF1"	"MACF1"	"blue"	"blue"	-0.0131300700928049	0.00320954586170614	0.144124902238813	0.117369706677443	0.1702072224912	0.0944719959600626	0.0925949522834508
"PABPC4"	"PABPC4"	"grey"	"grey"	-0.0235247481351205	-0.00476911615482495	0.06883230537263	0.0465249491526315	0.115764371597801	0.0237978255107504	0.025240071787258
"PPIE"	"PPIE"	"grey"	"grey"	-0.0133474772889651	0.0267055023360799	0.0388517865247669	0.0474079269816952	0.0723649780782196	0.002625552016294	0.0135009846885162
"TRIT1"	"TRIT1"	"grey"	"grey"	0.0252985430772095	0.0405192770990907	0.0894026355046602	0.121764684630552	0.0813283646965146	0.0166923292809163	0.0209890987702023
"CAP1"	"CAP1"	"grey"	"grey"	0.0198591547636339	0.0123563352921491	0.0746829321070507	0.0495394088699213	0.0708917062332008	0.0343515892373397	0.022190880630558
"PPT1"	"PPT1"	"grey"	"grey"	-0.019827520706435	0.0253723109201889	0.0669644244810994	0.0716054969969858	0.11181704074894	0.00569848644676779	0.0265468288530432
"RLF"	"RLF"	"grey"	"grey"	0.0113022599073403	0.0724817126009396	0.165756744813553	0.201286669622685	0.286878612130374	0.0885993519576349	0.0845095278831032
"ZMPSTE24"	"ZMPSTE24"	"grey"	"grey"	0.0124835299425904	0.0193240412311907	0.0661202049504013	0.0566240384304873	0.0818259112837903	0.0251913250349974	0.0286383475457393
"SMAP2"	"SMAP2"	"grey"	"grey"	0.0677623582834725	0.0701368952624385	0.119952532605377	0.107728469076321	0.0838232515188279	0.045551040526569	0.0422768291047105
"AL603839.3"	"AL603839.3"	"grey"	"grey"	0.0153289478635634	0.0175212482577884	0.0436575981163867	0.00228508855042441	0.0471796517154993	0.0462543307951536	0.0335649202858803
"NFYC"	"NFYC"	"grey"	"grey"	0.0697553625219021	0.0516036543953774	0.0661150720263648	0.0564115014061383	0.0371778524359731	0.036004396039764	0.0237287801785697
"CTPS1"	"CTPS1"	"grey"	"grey"	0.00588239425347386	0.0294094662648359	0.0682803683523193	0.0562554879458808	0.113251362304266	0.0331605787151623	0.0327616798192695
"SCMH1"	"SCMH1"	"grey"	"grey"	0.128444289439897	0.085150628346116	0.103812791543986	0.135959384613714	-0.0172592783356	0.0726178159732309	0.0246828527364931
"HIVEP3"	"HIVEP3"	"grey"	"grey"	0.17989047959806	0.135871681686903	0.146770886688659	0.113533583115836	0.050990317156087	0.161039768793935	0.138183774323103
"FOXJ3"	"FOXJ3"	"grey"	"grey"	0.128028344423127	0.0882230062509788	0.142910891683888	0.155848683493909	0.0422656609198556	0.0849511093510516	0.0374159529382662
"RIMKLA"	"RIMKLA"	"grey"	"grey"	0.0485177278055072	0.0488993857776459	0.0830715682988598	0.0645509759775277	0.0888811714218926	0.0413813746319625	0.0341425629798852
"CCDC30"	"CCDC30"	"grey"	"grey"	0.0414512320649229	0.0248367672559509	0.0970539358176362	0.0604774690319667	0.0852074081902853	0.0720686472246432	0.0366465731766869
"PPIH"	"PPIH"	"grey"	"grey"	-0.00776391626993328	0.00379129624261947	0.0211485097210401	0.0236320807716287	0.0418649525531625	0.00231552532142718	0.00917695809113984
"YBX1"	"YBX1"	"grey"	"grey"	0.00624567385889861	0.0434761688276043	0.078808131250429	0.091936410185089	0.0844461646549921	0.00257521916422919	0.00563555176999681
"P3H1"	"P3H1"	"grey"	"grey"	-0.0313678330431957	-0.00219993050343563	0.0686241033796013	0.0025321189816011	0.11232461265016	0.056989265790096	0.0717228914340212
"C1orf50"	"C1orf50"	"grey"	"grey"	0.00823527162924419	0.0297533481435249	0.0643620652948953	0.0517522109836912	0.0663324403239066	0.0343069460647693	0.0289242048171506
"ERMAP"	"ERMAP"	"grey"	"grey"	0.0593299403774818	0.0534543226159949	0.0708702798884994	0.0502488388750838	0.055997640486919	0.0527618247858865	0.0464518115860755
"SLC2A1-AS1"	"SLC2A1-AS1"	"grey"	"grey"	-0.010801446809412	0.0269265906857105	0.0308726742839742	-0.00371723611043191	0.0549138917389863	0.028860100138782	0.0568242790017079
"EBNA1BP2"	"EBNA1BP2"	"grey"	"grey"	0.00917172690244333	0.0167507349818801	0.049207211220476	0.0123513935511865	0.0343085872253316	0.028725533177124	0.0405285157509763
"SZT2"	"SZT2"	"blue"	"blue"	-0.0442067973189158	-0.00907199303385738	0.0869454655596949	0.0301864706418759	0.159822221690868	0.0545646895160525	0.0733088855637326
"PTPRF"	"PTPRF"	"green"	"green"	-0.0370599899792199	-0.057234596734805	0.0836655633453963	-0.0717794191940581	0.15574492388321	0.169148088941217	0.23033591486872
"KDM4A"	"KDM4A"	"grey"	"grey"	-0.00711507072027658	0.022492648922016	0.101555684832242	0.0700342836018312	0.151056248606703	0.0514858976468325	0.0504742311725815
"ST3GAL3"	"ST3GAL3"	"grey"	"grey"	0.02027297790796	0.0510090081122959	0.112852391659688	0.11490289004089	0.129372570537014	0.0337972108490539	0.0454080680410727
"CCDC24"	"CCDC24"	"grey"	"grey"	-0.00167668037523083	0.00330847929450151	0.0341641455952873	-0.0171610325135537	0.0705066038770177	0.0296128526301561	0.0446544086568511
"DMAP1"	"DMAP1"	"grey"	"grey"	-0.0130508955090472	-0.00885714776816283	0.0434254328410086	-0.00439228066297939	0.0795239679035528	0.0454476367187428	0.0444203201188197
"ERI3"	"ERI3"	"grey"	"grey"	0.0284094271315707	0.0521248654975639	0.126505913292618	0.0904860496012719	0.124886841628742	0.0504896342574255	0.0501620535303291
"RNF220"	"RNF220"	"grey"	"grey"	-0.0124091396561959	-0.00730213020228404	0.028163143182833	0.00725824435803885	0.0523704725584568	0.015660906566823	0.0182343699048378
"TMEM53"	"TMEM53"	"grey"	"grey"	0.0210807262872762	0.0295810942166664	0.067064704983111	0.0436376424398389	0.0618239535525567	0.0407816388776067	0.0393909236007952
"ARMH1"	"ARMH1"	"grey"	"grey"	-0.0239337497288962	0.00988164858509011	0.0766154110805534	-0.00738430497637963	0.14403000870334	0.0680380154693301	0.0962874837013948
"RPS8"	"RPS8"	"grey"	"grey"	-0.0864698399391995	-0.0716604909987246	-0.044957879532261	-0.0518949729946244	0.0106597000183766	-0.0344732346627873	-0.021798988853277
"PTCH2"	"PTCH2"	"grey"	"grey"	-0.0161814155180148	-0.00663292027831495	0.0446864664192644	0.0161853364048267	0.0971418823537525	0.0188374266678306	0.0307125677011741
"EIF2B3"	"EIF2B3"	"grey"	"grey"	0.0640557351167855	0.0710440094865359	0.0979186220883875	0.0787449168052524	0.102129810054435	0.0777630494754063	0.0870602267190572
"ZSWIM5"	"ZSWIM5"	"turquoise"	"turquoise"	0.189165746863622	0.124767952157953	0.109496867664435	0.103158962213173	0.0240407463373544	0.11435501570031	0.0731656487094328
"TESK2"	"TESK2"	"grey"	"grey"	0.0298312114897833	-0.0165392819226866	0.0249659906493985	0.0237230437162476	-0.000490006734033242	0.0201954011987543	0.00313521153053912
"PRDX1"	"PRDX1"	"grey"	"grey"	-0.0358639763509695	0.00763470441205364	0.0151121290398523	0.0231515003252696	0.0562832426308953	-0.00740695202354087	0.000182180355704525
"AKR1A1"	"AKR1A1"	"blue"	"blue"	-0.0233339031369994	-0.00744933635442397	0.0755168424871474	0.0152930711980811	0.1575679413481	0.0572336969857096	0.0715865928808071
"NASP"	"NASP"	"grey"	"grey"	0.00203755905862513	0.00751763525619955	0.0639677940329947	0.0525373745268085	0.096109478044565	0.023177278531311	0.0225984677950083
"GPBP1L1"	"GPBP1L1"	"grey"	"grey"	0.0312678468975925	0.0558170000038211	0.135063313067916	0.12532472584373	0.156748009419924	0.0694305478161309	0.0549839511983027
"IPP"	"IPP"	"grey"	"grey"	0.00471806559595953	0.0232513817253832	0.0704504136608131	0.0603735911777639	0.0930436992075151	0.030696096970985	0.0432550261899159
"MAST2"	"MAST2"	"grey"	"grey"	0.0196817489794324	0.0309042133305072	0.100883225003997	0.106722909956815	0.079439750100885	0.0277758263058353	0.00542103553889458
"PIK3R3"	"PIK3R3"	"grey"	"grey"	0.0915275124105909	0.0817356628173839	0.084649041808463	0.115477378438872	0.0859236587796664	0.0457215893654988	0.0324593503354487
"POMGNT1"	"POMGNT1"	"grey"	"grey"	-0.0185044453348178	-0.0114429605593798	0.041768100288597	-0.0102364707494425	0.0746038832100512	0.0394769061125332	0.0555865089030293
"LRRC41"	"LRRC41"	"blue"	"blue"	-0.0320122180742538	-0.0255850380651412	0.0990730579468426	0.0382898096880312	0.144295694190351	0.0653953070542184	0.0640778228597881
"UQCRH"	"UQCRH"	"grey"	"grey"	0.00388370003410361	0.0106958026804647	0.0536305477444586	0.0459676242536884	0.074445567948399	0.0239308529467976	0.0255009555014104
"NSUN4"	"NSUN4"	"grey"	"grey"	-0.00572157219929644	-0.00235251209458199	0.0608069784977015	0.0410125107308859	0.107093448316178	0.0334656343913295	0.0489068564170701
"MKNK1"	"MKNK1"	"grey"	"grey"	-0.0143277784191807	-0.00803927282580716	0.109232528543574	-0.00541618644173733	0.146467758831219	0.0961572389379322	0.0811848608705802
"ATPAF1"	"ATPAF1"	"grey"	"grey"	0.0228953225107549	0.0430422620754497	0.0811326750039985	0.0642627478316321	0.078122614818245	0.042138575246846	0.026347672592751
"EFCAB14"	"EFCAB14"	"grey"	"grey"	0.0191003577697659	0.0414418027050923	0.0782213611594494	0.0961361994321329	0.0825053203485833	0.0187555046602991	0.00683719575147157
"CMPK1"	"CMPK1"	"grey"	"grey"	0.044777058867886	0.0234175650664067	0.0759619431998449	0.0453737139668905	0.0614459148530444	0.0649707365602033	0.0450463227854564
"SPATA6"	"SPATA6"	"grey"	"grey"	0.0673414990912026	0.0854280370974947	0.0952688981992283	0.124619825664151	0.0468911380066676	0.0199561759357606	0.0178521973628728
"AGBL4"	"AGBL4"	"grey"	"grey"	0.183367524789739	0.0953604255201305	0.0462932503897305	0.0848666601004549	-0.205550132958053	0.0798039173723366	0.0416742953037488
"AC099788.1"	"AC099788.1"	"turquoise"	"turquoise"	0.0829803656030084	0.0438401057315306	-0.000840027418388886	0.0336020646063752	-0.0724217526078336	0.0117538692569514	-0.0200339569599145
"ELAVL4"	"ELAVL4"	"turquoise"	"turquoise"	0.320839007442703	0.158237744277195	0.0882101148767724	0.0884013817073502	-0.129239342270137	0.169729316861483	0.0902305426927641
"FAF1"	"FAF1"	"grey"	"grey"	0.137916900380539	0.109330958930637	0.10884153947067	0.143027040429795	0.0220289178924944	0.0651583109234074	0.0501615161149193
"RNF11"	"RNF11"	"grey"	"grey"	0.0351319875357326	0.0484551206609416	0.0787863128204642	0.134083955512149	0.0884599502765718	0.0275249597200682	0.0282163416862835
"TTC39A"	"TTC39A"	"grey"	"grey"	0.0278708823798929	0.035737785580173	0.085638809411869	0.0224561752843656	0.114959937748906	0.0922633417553215	0.097824883765425
"TTC39A-AS1"	"TTC39A-AS1"	"grey"	"grey"	-0.0140410401393425	-0.000385433942635499	0.0688996312020895	0.0128175741433173	0.111676909535568	0.0582060051498327	0.0747279550957277
"EPS15"	"EPS15"	"turquoise"	"turquoise"	0.211162896753149	0.146208622958662	0.125659522876584	0.172811735691384	-0.00431279939163757	0.0746893271102063	0.0345273376120213
