"gene_name"	"module"	"color"	"kME_green"	"kME_brown"	"kME_red"	"kME_black"	"kME_blue"	"kME_grey"	"kME_turquoise"	"kME_yellow"	"kME_pink"
"SYF2"	"SYF2"	"grey"	"grey"	0.0587646768280237	0.0465219417281124	-0.0145523537424033	0.00173254916113849	-0.0443486421003086	0.0177646395328966	0.0630315432224424	0.00440592031056331	0.00423657734560626
"RSRP1"	"RSRP1"	"grey"	"grey"	0.0374699069498442	0.0462055701033823	0.0257560323296526	0.0298161657300969	0.0567102959269471	0.136218090530197	0.0867758355614128	0.0777854991836143	0.064502472165985
"TMEM50A"	"TMEM50A"	"grey"	"grey"	0.0620368454799358	0.0797992787449698	0.0142801142662269	0.0333583694699798	0.0096435247082537	0.0879129599359921	0.0838694538530397	0.0231312519975242	0.0135322961313757
"MACO1"	"MACO1"	"grey"	"grey"	0.128508699398683	0.174503176308508	0.0198908642284028	0.0511253881611567	0.0115338681947354	0.0793442679915017	0.13747731577768	0.0362372862057248	0.0343138842896434
"LDLRAP1"	"LDLRAP1"	"grey"	"grey"	-0.00454396636483722	0.0135302283883671	0.0169289092450603	0.0401027050537626	0.00475236280717382	-0.0711660421340848	0.0635628255192646	0.0679759912914756	0.0979195276821848
"MAN1C1"	"MAN1C1"	"grey"	"grey"	-0.0332577885967776	0.011704069476778	0.0914659816135753	0.0812698396078556	0.126229846722084	-0.147827379835049	0.00308038392951287	0.157752428255784	0.136574733143002
"SELENON"	"SELENON"	"grey"	"grey"	-0.00212292065924416	0.00956188713966674	-0.00478960485262096	-0.00351359724746346	-0.0114010885647256	0.05221660914882	0.0795456668204433	0.0362498318071488	0.0455462349511506
"PAFAH2"	"PAFAH2"	"grey"	"grey"	0.0394196207320583	0.0318860089345004	-0.00349837889263583	0.00622122203049771	0.00379730629463325	0.0652255507108785	0.0702494271739975	0.0418324988288543	0.0224372422166656
"CNKSR1"	"CNKSR1"	"grey"	"grey"	0.0176852336879706	0.0013660067311422	-0.0100985703239143	-0.018044598066081	-0.0279469655954793	0.0588429091248742	0.06126429627795	0.0303019036321621	0.0367658679117335
"CEP85"	"CEP85"	"grey"	"grey"	0.0454603505420144	0.0398035556216941	-0.0017274774657682	0.0244553418270135	-0.0217656679454249	0.044026989604552	0.0756150188927897	0.00992601878457835	0.0283072645760731
"DHDDS"	"DHDDS"	"grey"	"grey"	0.0510933388256857	0.0608697875374209	-0.017127913209027	-0.00952014972832322	-0.0140848253217018	0.111003309175761	0.118597571463852	0.0347869228115198	0.0403400444371617
"HMGN2"	"HMGN2"	"grey"	"grey"	0.0480517722705328	0.0466213959663092	-0.0070598055388236	0.0378262756392962	-0.0118296865743032	0.105856112909752	0.0976701172728042	0.0178250563640001	0.0618643430578656
"ARID1A"	"ARID1A"	"grey"	"grey"	0.0290008908147712	0.0710872829900348	0.0297676663621561	0.047324697465422	0.108695091603176	0.218604159743862	0.15201696638292	0.131770433019361	0.11979408739655
"GPN2"	"GPN2"	"grey"	"grey"	0.0457281802257414	0.053259923389384	-0.0074180167358166	-0.00417904869480306	-0.0180893903762868	0.0911640292985786	0.0975606229929676	0.0379383152017945	0.032228401775356
"NUDC"	"NUDC"	"turquoise"	"turquoise"	0.0932668709348374	0.0576006598336275	-0.0313189147596222	-0.0118879198078454	-0.0784175142982499	0.0615406430818125	0.139847124538837	0.00519251325923584	0.0340190169584897
"TRNP1"	"TRNP1"	"yellow"	"yellow"	-0.0151440176808272	-0.00132240031612522	0.00630944188076275	0.00467043501220921	0.0290632585068052	0.0700858878148289	0.0274204476056055	0.0990246106187945	0.0550691010789284
"SLC9A1"	"SLC9A1"	"grey"	"grey"	0.0567470773444042	0.0375393070590976	-0.00219395923448133	0.0029329532948196	-0.0239749910324395	0.0579443299932632	0.0784446662007824	0.0157464066023795	0.0143052753355401
"WDTC1"	"WDTC1"	"grey"	"grey"	0.0197008139690125	0.0358360664054559	0.0136938037705567	0.0310639262303517	0.0269430189372374	0.0482468946088823	0.0689966646304835	0.0533143477968388	0.0586764206310849
"TMEM222"	"TMEM222"	"grey"	"grey"	0.0310902883735335	0.0286961384945657	-0.0101207531637067	0.00257248588883157	-0.0192814361224494	0.0925129033994915	0.068175702880878	0.00688361298496328	0.0151977929670012
"SYTL1"	"SYTL1"	"grey"	"grey"	-0.02040312181401	-0.0304806543813124	-0.0138945213296184	-0.0333864283513393	-0.0369093451741143	0.120167811114549	0.115265563729358	0.0572874055127345	0.0944290094317287
"WASF2"	"WASF2"	"grey"	"grey"	0.0311468165591317	0.0871915135050586	0.00309922385528314	0.0364721249983456	0.0277519337210586	0.0520644065772325	0.112883362685656	0.0989411163498964	0.0905052314780133
"AHDC1"	"AHDC1"	"pink"	"pink"	-0.0111828842991143	-0.00916082530376331	-0.0174732702642355	-0.0091036349000686	-0.00275271044067949	0.139433107996184	0.15242908384744	0.140560523918865	0.211838588446048
"FAM76A"	"FAM76A"	"grey"	"grey"	0.100526513869084	0.0892966484005098	0.00344256150631886	0.0363920067719025	-0.028643763227526	0.0271686553684296	0.136429445594066	0.0108411196480672	0.0398795819772387
"STX12"	"STX12"	"grey"	"grey"	0.0991512932845756	0.130573082498974	0.0164054496747011	0.00476557909612746	0.0235982467752108	0.0686639237476903	0.110997550000463	0.0470556794704299	0.0224613213638292
"PPP1R8"	"PPP1R8"	"grey"	"grey"	0.0603406270189146	0.0742445180353151	-0.00191834377176375	0.0180897844124793	-0.00055339622881023	0.0946440011907427	0.0912229870819114	0.0190458790720088	0.0154838291645467
"EYA3"	"EYA3"	"grey"	"grey"	0.0591206337796123	0.115721841771606	0.0331267741299583	0.054352921483425	0.072910752858469	0.0673536354652005	0.059612849499244	0.0403851866995786	0.0172648930083057
"DNAJC8"	"DNAJC8"	"grey"	"grey"	0.0494020134374258	0.0638227175163881	-0.0111698545378134	0.0135323888104514	-0.0286742529158228	0.0855282615929426	0.0986519944959718	0.00385855814649224	0.0164516195602693
"ATP5IF1"	"ATP5IF1"	"grey"	"grey"	0.012734779006669	0.00438856047425218	0.00459574264681412	0.0057440438716175	-0.00196405978711359	0.0670287858842381	0.0262891626188883	0.00106692483757547	-0.00218312369351676
"SESN2"	"SESN2"	"grey"	"grey"	0.0453363121487833	0.0305282128973571	-0.0270345044722082	0.00933193087511183	-0.0457957455452347	0.0820281857108867	0.108919363742536	0.0350412874988217	0.0548938996976481
"PHACTR4"	"PHACTR4"	"grey"	"grey"	0.024230068481394	0.0768060404956421	0.0144293885506316	0.0434189595040875	0.0597356181745025	0.237402101012966	0.18539008787876	0.101631165238352	0.118228567016474
"TRNAU1AP"	"TRNAU1AP"	"grey"	"grey"	0.00566659716381685	0.00471152397268604	-0.0442970184136997	-0.0294782291425305	-0.0406691210618966	0.124553246570386	0.128403593879297	0.0439547861228118	0.0602078463021975
"TAF12"	"TAF12"	"grey"	"grey"	0.0264712092879958	0.0431098001015577	0.00973312101310289	0.0160703058813696	0.0186401416301974	0.0519818551366705	0.0715914232107399	0.0384419472045158	0.0304814066491225
"GMEB1"	"GMEB1"	"grey"	"grey"	0.0235984975492177	0.0124321787484005	-0.00809008447435748	-0.0204834928833221	-0.0279480631271877	0.103009959301807	0.139141660908754	0.070180814863569	0.0854617099789088
"YTHDF2"	"YTHDF2"	"grey"	"grey"	0.0362293221185165	0.0443312667554703	0.000262526537838985	0.000581265670754897	-0.00671569446837071	0.113820835379861	0.0994564787807613	0.0589946996453555	0.0415083712849187
"OPRD1"	"OPRD1"	"grey"	"grey"	0.00533087185869242	0.0599021967455564	-0.0250870444464774	0.08411090764199	-0.00277737710220944	0.0352088825201331	0.169284291546602	0.0796199482127923	0.127130477576194
"EPB41"	"EPB41"	"grey"	"grey"	0.0786600701223496	0.108075568995111	0.0208152090379884	0.0512434878902564	-0.0108003775184665	-0.00465334607716612	0.165118585127164	0.0976866630415832	0.0994318409411674
"SRSF4"	"SRSF4"	"turquoise"	"turquoise"	0.13027380659401	0.180017757580319	0.0121188078701206	0.0134747335549988	-0.0234989792598968	0.13471127056412	0.198559100556148	0.0640408514145364	0.0458917171696119
"MECR"	"MECR"	"grey"	"grey"	0.0206610961300004	0.0333289505985747	0.0107237545970825	0.0354852596337192	0.0249828225309787	0.0616746269657146	0.0676008695035788	0.0273832474372517	0.0401221572761973
"PTPRU"	"PTPRU"	"yellow"	"yellow"	0.00841283248686883	0.010911961244649	0.0370989327671451	-0.00402403527439007	0.0625380095059885	-0.0156148972420086	-0.00791904433424427	0.0951262329237925	0.0427818700321937
"PUM1"	"PUM1"	"green"	"green"	0.182971045891777	0.22827539722211	0.0236974584054337	0.110252552703944	0.0838287128039919	0.1537971693167	0.148820802530895	0.0539497770154222	0.0418582897183995
"SNRNP40"	"SNRNP40"	"grey"	"grey"	0.0796750113156709	0.112734715677205	-0.0204599816755471	0.0349993414148778	-0.028351300223827	0.127479082855704	0.130519255339077	-0.0033851416955428	0.0126665581919465
"ZCCHC17"	"ZCCHC17"	"grey"	"grey"	0.100756112166169	0.122450961006593	0.000415303401071131	0.0161350095029265	-0.00551179912233865	0.0838835826826842	0.0676233975040942	-0.0153778922394963	-0.0158602591088087
"SERINC2"	"SERINC2"	"grey"	"grey"	0.0352874271221235	0.0189009652300703	-0.0593146860886594	-0.0315759867143299	-0.0557902677906554	0.204827879704078	0.12870586330546	0.0225324117392446	0.0372505480503798
"PTP4A2"	"PTP4A2"	"grey"	"grey"	0.093258361047536	0.0929199222661714	0.0175079345627537	0.0349806556291643	0.00585633683084471	0.0305268933461084	0.0791332972644664	0.0417934284123344	0.00347113521187461
"KHDRBS1"	"KHDRBS1"	"turquoise"	"turquoise"	0.107776788704995	0.123498537721376	-0.00600462576770083	0.0196874728718843	-0.0165121805147797	0.208137491625443	0.198672821987245	0.0430610164409573	0.0404537937112393
"TMEM39B"	"TMEM39B"	"grey"	"grey"	0.0058250998236609	0.00247940536439956	0.00486930152684339	-0.00934322077498953	-0.015930327407281	0.109618104458092	0.132401052948167	0.0644861884918995	0.0839574952360508
"KPNA6"	"KPNA6"	"turquoise"	"turquoise"	0.101891576855045	0.101137559010955	-0.00800323917329823	-0.0123864815804664	-0.0565493028622607	0.0995902870060033	0.215103204989168	0.0574704177453826	0.0855059516396594
"TXLNA"	"TXLNA"	"grey"	"grey"	0.0465261802845946	0.0430982355188632	-0.00255865566372482	0.00307021857229677	-0.0185861006287169	0.0594480109354364	0.0989958646387674	0.0418601340148864	0.0393069533369472
"HDAC1"	"HDAC1"	"turquoise"	"turquoise"	0.026389286757922	0.0391706138896677	-0.0126250000653214	0.00177584593787353	-0.0336891461398453	0.176592556080222	0.178381239507071	0.0754394886321182	0.0871487395928949
"BSDC1"	"BSDC1"	"turquoise"	"turquoise"	0.126510465624418	0.11324017964242	-0.0328696275727633	-0.0217211351504749	-0.0932642117927109	0.108312093142999	0.17295098989105	0.00777514064773972	0.0057722242012788
"ZBTB8A"	"ZBTB8A"	"grey"	"grey"	0.0383837523586568	0.0468859825851461	-0.0324883545331437	-0.0126951566440291	-0.00677513585047526	0.114513310670303	0.0975901124041672	0.0385898597720774	0.0440012236859339
"ZBTB8OS"	"ZBTB8OS"	"turquoise"	"turquoise"	0.0407631622798529	0.0478205792308902	-0.0293252708067826	-0.017723330908541	-0.0527945982028638	0.109131620185126	0.185228813589079	0.0589652412121799	0.0786731111293181
"RBBP4"	"RBBP4"	"grey"	"grey"	0.0920449881739128	0.107211814792946	-0.0142184550826911	0.0230964097378794	-0.049104462852492	0.139908888466618	0.168041275468885	0.0226597874147526	0.0500500234193816
"KIAA1522"	"KIAA1522"	"grey"	"grey"	0.00918463668512977	0.00564691762580595	-0.00187681587434611	-0.0152628082406444	-0.0042495980760863	0.150510437549168	0.0927767610693474	0.0562852128512582	0.0555062233749497
"YARS"	"YARS"	"turquoise"	"turquoise"	0.110452045422486	0.0924252892829556	-0.0736914522798824	-0.024418189265604	-0.10693578898839	0.123992830958139	0.212783792226997	0.00177975102694881	0.0526480195322693
"S100PBP"	"S100PBP"	"grey"	"grey"	0.0124491902351161	0.0591048711644665	0.0199573982776329	0.0587361673959583	0.0711967392861548	0.126300815610329	0.0678608060229139	0.0425173198840422	0.0359029705143889
"RNF19B"	"RNF19B"	"grey"	"grey"	0.0181607439420357	0.0361914527151089	0.0445182456117525	0.0309081397328984	0.0525189501956426	-0.0384554264875606	0.0287324549738693	0.0612130291537559	0.0507843029503015
"AK2"	"AK2"	"grey"	"grey"	0.0476114370687319	0.0543312228287891	0.0176304400397459	0.041041738349908	0.0073866319950865	0.0135868672396354	0.0849138345219504	0.0357083998131466	0.0591669209177638
"AZIN2"	"AZIN2"	"grey"	"grey"	0.0190735421056974	0.0378608391902364	0.0113497423132112	0.0586935204037074	0.0601102164213259	0.00446535723234691	0.0174428867647316	0.0341850469303861	0.0411315091607919
"ZNF362"	"ZNF362"	"grey"	"grey"	0.0310766694223038	0.0344565833881313	0.0209551774547629	0.0356246140323449	0.0217174918071867	0.129228562686835	0.0786785731875236	0.033791692426412	0.0341048517984372
"AL513327.1"	"AL513327.1"	"blue"	"blue"	0.0147779708781903	0.0465757745031324	0.02878740365884	0.0518174844636544	0.109137651601861	0.0485495576208487	-0.0766190320982488	-0.0315162434418822	-0.0642152304363632
"PHC2"	"PHC2"	"grey"	"grey"	0.0488937457604428	0.105744108866124	0.0504398357988498	0.0705429643793625	0.0929049087848609	0.13971396999623	0.0791287558337683	0.0961869047819663	0.043790182284751
"SMIM12"	"SMIM12"	"grey"	"grey"	0.0213517417181316	0.0150243462032842	-0.046056508274776	-0.00559688204814437	-0.0626506185221487	0.011939860933928	0.0485168468714923	-0.0277977186693441	-0.00904518171037563
"DLGAP3"	"DLGAP3"	"grey"	"grey"	0.0337834348287833	0.0580864376360169	0.0181288629670838	0.029374313512091	0.0409463244856592	0.193050118716878	0.0790560745730746	0.0412512993862535	0.0298269431860609
"ZMYM6"	"ZMYM6"	"grey"	"grey"	0.0593011256970068	0.0852701112930531	0.00170465584286413	0.0551149425936902	0.0128645268646485	0.0787825549835055	0.0963971198537925	0.035032235094988	0.0400426182296065
"ZMYM1"	"ZMYM1"	"grey"	"grey"	0.00374907831228434	0.0293966260393325	0.0032625943146745	0.0390981675877029	0.0476251874748311	0.0500299309740761	0.0586774996545898	0.0569868096853714	0.0527190402463226
"SFPQ"	"SFPQ"	"brown"	"brown"	0.188159673220507	0.228354343316311	0.0229682756317163	0.0858802471976085	0.0134143279783012	0.185165021558142	0.227458703202857	0.0397493537878195	0.0342993000614446
"ZMYM4"	"ZMYM4"	"grey"	"grey"	0.0303702723218298	0.135115017987134	0.0597927826695742	0.12745611829338	0.208610777258096	0.10246681053407	0.0460271929823875	0.0984348333994109	0.0664704458597726
"KIAA0319L"	"KIAA0319L"	"grey"	"grey"	0.0579484492355101	0.0876051413373463	0.0121196663716317	0.0418139477455378	0.0197733965118649	0.0605681815261885	0.125337135742073	0.0677419325047573	0.0820801605760763
"PSMB2"	"PSMB2"	"grey"	"grey"	0.106586493071415	0.120103150753177	0.0210971811700918	0.053238146164524	-0.0284928230105709	-0.00102595187422052	0.0813217242449413	0.0119649791429175	0.00409920273374725
"AGO4"	"AGO4"	"grey"	"grey"	0.0470971750140899	0.0663311573111621	0.00436890666838819	0.0250319106989861	0.0183382703695614	0.131092727705364	0.110389415711103	0.0603650821679253	0.052182657390303
"AGO1"	"AGO1"	"grey"	"grey"	0.0402534402680783	0.0789541506386578	0.0158866595487796	0.059697627997089	0.0380155061183723	0.150884658337071	0.103748682956063	0.0618584456684095	0.0460194188650247
"AGO3"	"AGO3"	"grey"	"grey"	0.083772372470025	0.196350576834884	0.0407049044477062	0.127476491174603	0.171918647933902	0.0352667644150007	0.0454557666886094	0.0730010901118802	0.0558165901606346
"ADPRHL2"	"ADPRHL2"	"turquoise"	"turquoise"	0.0463091049799241	-0.00140551061819882	-0.0329704205508875	-0.0519231659330336	-0.077114595372246	0.112136665495612	0.115076335122668	0.0223940117432946	0.0388280935220577
"TRAPPC3"	"TRAPPC3"	"grey"	"grey"	0.0177380586145009	0.022679484372826	-0.0101019336504271	-0.000700045843687637	-0.0187158715516956	0.0509163564047331	0.0626153216970943	0.0149534877792333	0.0298557290825681
"MAP7D1"	"MAP7D1"	"grey"	"grey"	0.00993181298093297	0.0117230730260939	0.0044736959575319	-0.00700483257238264	-0.019038474296688	0.0702851711225182	0.072524437300861	0.0411283713263547	0.0423490634238254
"THRAP3"	"THRAP3"	"turquoise"	"turquoise"	0.105670069433497	0.126617752325363	-0.0111374218732781	-0.00166912719759919	-0.0269386682185922	0.129762486746536	0.188010233455915	0.0583948200092046	0.050242485024678
"STK40"	"STK40"	"turquoise"	"turquoise"	0.065794130153508	0.0643955876338892	-0.0220697541648929	-0.0362549803701382	-0.0472066708140159	0.116125595942978	0.138139989604159	0.0349057765741269	0.0407593935781973
"OSCP1"	"OSCP1"	"grey"	"grey"	0.103713569734455	0.0521595436011942	-0.000982470887811699	-0.025249778087602	-0.040501451982235	0.0367598030766577	0.0536390216464073	-0.00895909265908135	-0.019351930771781
"MEAF6"	"MEAF6"	"grey"	"grey"	0.0839769822930012	0.0947311342183392	-0.0127120543276268	0.0405760823056861	0.00215193316709951	0.152033440610509	0.154485103109574	0.0432126766547276	0.0507463113054597
"SNIP1"	"SNIP1"	"green"	"green"	0.176989311244996	0.114936985437494	-0.0377014892289816	-0.0266801897367144	-0.103087932540052	0.03610487318279	0.107499850014467	-0.0269227548153154	-0.0314015354504603
"DNALI1"	"DNALI1"	"grey"	"grey"	0.0870477204323952	0.0585500980597599	-0.012235997039279	-0.0104474854220501	-0.0219628066690466	0.108263503489867	0.0735042643528315	0.0139318712321331	0.0065854308491876
"GNL2"	"GNL2"	"grey"	"grey"	0.0678826918482136	0.0648429717144893	0.00344600413649049	0.0124924463665852	-0.00376642376265659	0.0814226375639798	0.106615973827148	0.0352840821464562	0.0381754098462817
"EPHA10"	"EPHA10"	"grey"	"grey"	0.0156482522302494	0.0063622201866981	-0.00991509613600009	-0.0142573041280088	-0.0138286059826372	0.148219660017284	0.0880597819981808	0.0338966848353431	0.0382950707027621
"MTF1"	"MTF1"	"grey"	"grey"	0.0507615404343099	0.0636243231104013	0.0167715798514601	0.0258913671508128	0.0458963349432258	0.0853180238575524	0.0577274345735068	0.0293790305106838	0.0226339676683012
"INPP5B"	"INPP5B"	"turquoise"	"turquoise"	0.0671722142395682	0.0724957867633835	-0.0110197354135486	0.00991914833905681	-0.04399048015791	0.0821381844374985	0.183012035301102	0.0748095715655706	0.0932678715967942
"SF3A3"	"SF3A3"	"grey"	"grey"	0.0491819092897061	0.0533539323944795	-0.00302728701559664	0.00929943136172515	-0.0122506278896631	0.0863918046080408	0.0900267046215819	0.0246898635542398	0.0129186441751607
"RRAGC"	"RRAGC"	"grey"	"grey"	0.0389958836403177	0.0373187856984873	-0.0342352588972351	0.00156142798591215	-0.0275018823752232	0.0869801776142755	0.0756917707358613	0.00694748378706323	0.0211759451296886
"AL139260.1"	"AL139260.1"	"turquoise"	"turquoise"	0.0446460104835152	0.0679850503580944	-0.0180437381037903	0.0201786197819861	-0.0335580474391823	0.218428486817652	0.260547681443348	0.0549482633113934	0.108747292718044
"AKIRIN1"	"AKIRIN1"	"grey"	"grey"	0.0586427061894166	0.071413572685613	-0.00500582973256556	0.0278237121427413	0.0150155772697073	0.0976692610615945	0.0957391012668127	0.0259104237401494	0.0412938180943306
"MACF1"	"MACF1"	"turquoise"	"turquoise"	0.116336756162407	0.124466763439634	-0.00950092327859698	0.0053047272488412	-0.0100548381571238	0.0375712948794705	0.155820369640087	0.106730238976976	0.0798604896126814
"PABPC4"	"PABPC4"	"grey"	"grey"	0.0636858117463375	0.0557724651609465	-0.00140169257684143	-0.000225564580866694	-0.0273386614038585	0.117361696805473	0.107831385452572	0.0182532460682316	0.0122113813608535
"PPIE"	"PPIE"	"grey"	"grey"	0.0578093128288059	0.055210474523987	-0.0162865185526221	0.0313093225581157	-0.0226201364620559	0.0608413336962562	0.0709798241826001	0.00952122989729937	0.0168284774341508
"TRIT1"	"TRIT1"	"grey"	"grey"	0.104163681491047	0.129914945489085	0.019253653972493	0.0371404281026896	0.0252347462702942	0.0856029857732665	0.0788594844189606	0.0261899486448406	0.00300988323451231
"CAP1"	"CAP1"	"grey"	"grey"	0.0314947315871374	0.0536201100909487	0.00235004583706316	0.020823288678404	0.0244532020319308	0.0916853453112199	0.0657843488395763	0.0287875674775064	0.0231943056899816
"PPT1"	"PPT1"	"grey"	"grey"	0.0688386873822871	0.0774019584487879	0.0011511493638078	0.0280561301110732	-0.0367799057431146	0.0906974771730004	0.111832345707021	0.00683626385586506	0.0219883917496853
